2018-10-22 21:57:19 - PHP Warning:  rmdir(/var/www/html/darazexpress/system/storage/cache/so): Directory not empty in /var/www/html/darazexpress/admin/controller/common/developer.php on line 70
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/symfony/validator/ConstraintViolationInterface.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/symfony/validator/ConstraintViolationList.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/symfony/validator/ConstraintViolationListInterface.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  mkdir(): No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 102
2018-10-23 17:25:45 - PHP Warning:  mkdir(): No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 102
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/symfony/validator/DefaultTranslator.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  mkdir(): No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 102
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/symfony/validator/ExecutionContext.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/symfony/validator/ExecutionContextInterface.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/symfony/validator/GlobalExecutionContextInterface.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/symfony/validator/GroupSequenceProviderInterface.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/symfony/validator/LICENSE): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  mkdir(): No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 102
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/symfony/validator/MetadataFactoryInterface.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/symfony/validator/MetadataInterface.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/symfony/validator/ObjectInitializerInterface.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/symfony/validator/PropertyMetadataContainerInterface.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/symfony/validator/PropertyMetadataInterface.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/symfony/validator/README.md): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  mkdir(): No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 102
2018-10-23 17:25:45 - PHP Warning:  mkdir(): No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 102
2018-10-23 17:25:45 - PHP Warning:  mkdir(): No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 102
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/symfony/validator/Validation.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/symfony/validator/ValidationVisitor.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/symfony/validator/ValidationVisitorInterface.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  mkdir(): No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 102
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/symfony/validator/Validator.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/symfony/validator/ValidatorBuilder.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/symfony/validator/ValidatorBuilderInterface.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/symfony/validator/ValidatorInterface.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  mkdir(): No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 102
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/symfony/validator/composer.json): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/symfony/validator/phpunit.xml.dist): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/zoujingli/wechat-php-sdk/MIT-LICENSE.txt): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/zoujingli/wechat-php-sdk/README.md): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  mkdir(): No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 102
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/zoujingli/wechat-php-sdk/composer.json): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/zoujingli/wechat-php-sdk/include.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/zoujingli/wechat-php-sdk/test.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/modification/admin/controller/catalog/product.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/modification/admin/controller/common/column_left.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/modification/admin/controller/design/layout.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/modification/admin/controller/design/theme.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/modification/admin/controller/marketplace/modification.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  mkdir(): No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 102
2018-10-23 17:25:45 - PHP Warning:  mkdir(): No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 102
2018-10-23 17:25:45 - PHP Warning:  mkdir(): No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 102
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/modification/admin/model/catalog/product.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  mkdir(): No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 102
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/modification/catalog/controller/common/cart.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/modification/catalog/controller/common/footer.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/modification/catalog/controller/common/header.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/modification/catalog/controller/common/home.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/modification/catalog/controller/common/language.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/modification/catalog/controller/common/maintenance.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  mkdir(): No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 102
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/modification/catalog/controller/information/contact.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/modification/catalog/controller/product/category.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/modification/catalog/controller/product/manufacturer.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/modification/catalog/controller/product/product.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/modification/catalog/controller/product/search.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/modification/catalog/controller/product/special.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/modification/catalog/controller/startup/seo_url.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  mkdir(): No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 102
2018-10-23 17:25:45 - PHP Warning:  mkdir(): No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 102
2018-10-23 17:25:45 - PHP Warning:  mkdir(): No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 102
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/modification/system/library/template/template.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/modification/system/library/template/twig.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  mkdir(): No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 102
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/braintree/braintree_php/lib/Braintree.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  mkdir(): No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 102
2018-10-23 17:25:45 - PHP Warning:  mkdir(): No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 102
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/braintree/braintree_php/tests/SanityTest.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/braintree/braintree_php/tests/TestHelper.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  mkdir(): No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 102
2018-10-23 17:25:45 - PHP Warning:  mkdir(): No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 102
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/cardinity/cardinity-sdk-php/docs/README.md): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/cardinity/cardinity-sdk-php/spec/ClientSpec.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  mkdir(): No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 102
2018-10-23 17:25:45 - PHP Warning:  mkdir(): No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 102
2018-10-23 17:25:45 - PHP Warning:  mkdir(): No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 102
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/cardinity/cardinity-sdk-php/src/Client.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  mkdir(): No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 102
2018-10-23 17:25:45 - PHP Warning:  mkdir(): No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 102
2018-10-23 17:25:45 - PHP Warning:  mkdir(): No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 102
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/cardinity/cardinity-sdk-php/tests/ClientTestCase.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/cardinity/cardinity-sdk-php/tests/ErrorTest.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/cardinity/cardinity-sdk-php/tests/PaymentTest.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/cardinity/cardinity-sdk-php/tests/RefundTest.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/cardinity/cardinity-sdk-php/tests/SettlementTest.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/cardinity/cardinity-sdk-php/tests/VoidTest.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  mkdir(): No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 102
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/divido/divido-php/lib/Divido.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  mkdir(): No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 102
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/guzzle/src/BatchResults.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/guzzle/src/Client.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/guzzle/src/ClientInterface.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/guzzle/src/Collection.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  mkdir(): No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 102
2018-10-23 17:25:45 - PHP Warning:  mkdir(): No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 102
2018-10-23 17:25:45 - PHP Warning:  mkdir(): No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 102
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/guzzle/src/HasDataTrait.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  mkdir(): No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 102
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/guzzle/src/Mimetypes.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/guzzle/src/Pool.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  mkdir(): No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 102
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/guzzle/src/Query.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/guzzle/src/QueryParser.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/guzzle/src/RequestFsm.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/guzzle/src/RingBridge.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  mkdir(): No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 102
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/guzzle/src/ToArrayInterface.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/guzzle/src/Transaction.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/guzzle/src/UriTemplate.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/guzzle/src/Url.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/guzzle/src/Utils.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/log-subscriber/src/Formatter.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/log-subscriber/src/LogSubscriber.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/log-subscriber/src/SimpleLogger.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/log-subscriber/tests/FormatterTest.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/log-subscriber/tests/LogSubscriberTest.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/log-subscriber/tests/SimpleLoggerTest.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/oauth-subscriber/src/Oauth1.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/oauth-subscriber/tests/Oauth1Test.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/ringphp/docs/Makefile): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/ringphp/docs/client_handlers.rst): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/ringphp/docs/client_middleware.rst): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/ringphp/docs/conf.py): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/ringphp/docs/futures.rst): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/ringphp/docs/index.rst): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/ringphp/docs/requirements.txt): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/ringphp/docs/spec.rst): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/ringphp/docs/testing.rst): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  mkdir(): No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 102
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/ringphp/src/Core.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  mkdir(): No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 102
2018-10-23 17:25:45 - PHP Warning:  mkdir(): No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 102
2018-10-23 17:25:45 - PHP Warning:  mkdir(): No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 102
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/ringphp/tests/CoreTest.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  mkdir(): No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 102
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/ringphp/tests/bootstrap.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/streams/src/AppendStream.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/streams/src/AsyncReadStream.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/streams/src/BufferStream.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/streams/src/CachingStream.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/streams/src/DroppingStream.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  mkdir(): No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 102
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/streams/src/FnStream.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/streams/src/GuzzleStreamWrapper.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/streams/src/InflateStream.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/streams/src/LazyOpenStream.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
2018-10-23 17:25:45 - PHP Warning:  copy(/var/www/html/storage/vendor/guzzlehttp/streams/src/LimitStream.php): failed to open stream: No such file or directory in /var/www/html/darazexpress/admin/controller/common/security.php on line 106
